v1,v2
HAM,نياز به نصب ويندوز
HAM,اشكال در EORG
HAM,نياز به نصب ويندوز
HAM,نياز به نصب ويندوز
HAM,نياز به نصب ويندوز
HAM,نياز به نصب ويندوز
HAM,نصب ويندوز
SPAN,نياز به تونر 53A
HAM,نياز به يك عدد keyboard
SPAN,نياز به 2 بسته برگ 132 ستوني
SPAN,نياز به يك عدد cd و رايت اطلاعات بر روي آن
HAM,اشكال در سيستم
SPAN,نياز به يك عدد pad mouse
SPAN,نياز به تونر 1320
HAM,نياز به تعويض فيوزينگ فيلم ميباشد
HAM,نياز به يك عدد كيبورد
SPAN,نياز به فن cpu
HAM,تغيير سمت در eorg
HAM,انتقال 26 دستگاه به سالن جلسات حهت ورود اطلاعات
SPAN,نياز به دو عدد CD و write  اطلاعات بر روي آنها
HAM,اشكال در سيستم
HAM,اشكال در پرينتر شبكه
HAM,اشكال در سيستم يونيت
HAM,اشكال در سيستم
SPAN,نياز به يك عدد سيستم يونيت موقت
SPAN,نياز به تونر مشكي 2550
SPAN,نياز به 6 عدد CD  جهت backup اطلاعات
SPAN,نياز به كابل 3 متري شبكه
SPAN,ايراد در شبكه
HAM,اشكال در پرينتر 2550
HAM,نياز به يك عدد set كامپيوتر
HAM,نياز به يك سيستم يونيت جهت تجهيز اطاق كنفرانس
SPAN,"نياز به تونرهاي مشكي ، آبي و قرمز 2550"
HAM,اشكال در EORG
HAM,اشكال در سيستم
SPAN,نياز به يك عدد محافظ برق
HAM,اشكال در پرينتر شبكه
HAM,اشكال در سيستم
SPAN,نياز به تونر 2014 دارد
SPAN,نياز به تونر 1200 دارد
SPAN,نياز به دو عدد كابل افزايش طول usb
HAM,اشكال در كامپيوتر
HAM,نياز به colddisk 8G
HAM,مشكل چاپگر 2550
SPAN,نياز به رول فكس m131
HAM,مشكل نرم افزاري
HAM,مشكل دستگاه فكس
HAM,مشكل eorg
HAM,مشكل eorg
HAM,نياز به colddisk 8G
SPAN,نياز به رايت  cdدرايورهاي لب تاپ
SPAN,نياز به تونر زرد و قرمز چاپگر 2550
HAM,اشكال در EORG
HAM,اشكال در  EORG
SPAN,نياز به يك عدد موس
SPAN,نياز به يك عدد موس
HAM,چاپگر اشكال دارد
SPAN,نياز به تونر 2014
SPAN,نياز به تونر 2014
HAM,اشكال در اكسترا
HAM,اشكال در ويندوز
HAM,نياز به سرويس پرينتر 2550
HAM,اشكال در پرينتر شبكه
HAM,سيستم اشكال دارد
HAM,اشكال در شبكه
HAM,اشكال در سيستم
HAM,نياز به نصب مجدد ويندوز
HAM,نياز به جابجايي اطلاعات
HAM,كيبرد خراب است و كليدهاي آن كار نميكنند
SPAN,نياز به كابل برق
HAM,تغيير رمز عبور EORG
HAM,اشكال در adobe Acrobat
HAM,اشكال در درايور شبكه
SPAN,نياز به دو عدد mini cd جهت رايت اطلاعات
HAM,نياز به يك عدد پرينتر 3020
HAM,نياز به نصب پرينتر شبكه
HAM,نياز به نصب پرينتر شبكه
HAM,نياز به نصب پرينتر شبكه
HAM,نصب درايور پرينتر
HAM,نياز به يك عدد power
SPAN,نياز به تونر چاپگر 1320
HAM,اشكال در ويندوز
SPAN,نياز به تونر چاپگر 2014
SPAN,نياز به تونر چاپگر 1200
SPAN,نياز به يك عدد پد موس
SPAN,نياز به يك عدد موس
HAM,اشكال در ويندوز
HAM,اشكال در فونتهاي فارسي
HAM,معرفي چاپگر در شبكه
HAM,معرفي چاپگر در شبكه
HAM,ترميم هارد سيستم
HAM,اشكال در سيستم
HAM,اشكال در ويندوز
HAM,نياز به نصب نرم افزار
HAM,نياز به يك عدد هارد 80GB SATA
HAM,نياز به سرويس پرينتر 930
SPAN,نياز به يك عدد نوار آدرس هد پرينتر 930
HAM,اشكال در ارسال نامه
SPAN,نياز به 4 عدد CD
SPAN,نياز به يك عدد CD
SPAN,نياز به يك عدد Mini Cd
HAM,اشكال در اسكنر
SPAN,نياز به يك عدد DVD
SPAN,نياز به تونر 1320
HAM,نياز به نصب نرم افزار
HAM,اشكال در سيستم
HAM,موس اشكال دارد
HAM,بررسي سيستم يونيت
SPAN,نياز به كابل 5 متري USB
SPAN,نياز به يك عدد موس
HAM,سيستم مشكل دارد
HAM,نياز به تعريف چاپگر شبكه
HAM,اشكال در اينترانت و FTP
HAM,نياز به نصب نرم افزار
HAM,نياز به نصب نرم افزار
HAM,تعريف پرينتر شبكه
HAM,اشكال در سيستم
HAM,نصب نرم افزار
HAM,اشكال در پرينتر
HAM,معرفي امضا در eorg
SPAN,نياز به سه عدد تونر 1320
HAM,معرفي پرينتر
SPAN,نياز به 7 عدد cd  و رايت اطلاعات بر روي آنها
HAM,اشكال در پرينتر
HAM,نياز به نصب مجدد ويندوز
HAM,نياز به نسخه برداري از اطلاعات
HAM,نياز به نصب پرينتر شبكه
HAM,اشكال در چاپگر شبكه
HAM,اشكال در سيستم
SPAN,نياز به يك ماژول Ram DDR 512 Bus 400MHZ
HAM,نياز به تغيير رمز عبور ويندوز
HAM,اشكال در نامه شماره 13839
HAM,اشكال در شبكه
SPAN,نياز به 100 عدد Mini CD جهت برنامه برآوردها (پرسشنامه اول و دوم و سوم)
SPAN,نياز به شارژ 13 عدد تونر پرينتر ليزري
HAM,نياز به يك دستگاه لپ تاپ به مدت يك هفته
HAM,نصب ويندوز و نرم افزارهاي مربوطه بر روي لب تاپ تحويل موقت
HAM,اشكال در پرينتر 2550
HAM,نياز به نصب ويندوز روي NoteBook
SPAN,نياز به يك عدد CD
HAM,نياز به نصب نرم افزار
HAM,نياز به يك عدد writer موقت
HAM,اشكال در سيستم
SPAN,نياز به CoolDisk 2 GB
HAM,نياز به نصب jetaudio
HAM,نياز به نصب jetaudio
HAM,نياز به يك عدد پرينتر HP 2014
HAM,نياز به تعريف پرينتر شبكه
HAM,نياز به write اطلاعات
HAM,نياز به يك دستگاه پرينتر 3020
HAM,نياز به تعريف پرينتر 2014
HAM,نياز به نصب نرم افزار
HAM,نياز به نصب ويندوز
HAM,اشكال در سيستم
HAM,پرينتر اشكال دارد
HAM,نياز به رايت اطلاعات
SPAN,نياز به يك بسته كابل شبكه جهت كابل كشي حسابداري مالي
SPAN,نياز به تونر 2014
SPAN,نياز به تونر 1320
HAM,اشكال در ثبت و صدور نامه
HAM,اشكال در ورود به EORG
HAM,اشكال در ويندوز
HAM,اشكال در پخش فايلهاي صوتي
HAM,اشكال در ارسال پيام
HAM,اشكال در Eorg
HAM,نصب پرينتر  cxi 970
HAM,نياز به تعريف اينترنت
HAM,اشكال در KeyBoard
SPAN,نياز به تونر 2014
HAM,اشكال در ويندوز
HAM,اشكال در ورود به ويندوز
HAM,اشكال در روشن شدن مونيتور
HAM,اشكال در acrobat
HAM,اشكال در ورود به ويندوز
SPAN,نياز به محافظ برق
SPAN,نياز به 15 عدد CD
HAM,نياز به سرويس پرينتر 2550
HAM,نياز به نصب مجدد ويندوز
HAM,نياز به پرينتر HP LaserJet 2550
HAM,نياز به پرينتر 2550
HAM,نياز به پرينتر 3320
SPAN,اشكال در چاپ + نيز به كابل LPT
HAM,اشكال در تعريف كارت گرافيك و تنظيمات اينترنت
HAM,تعريف درايور پرينتر 2550
SPAN,نياز به يك عدد كابل LPT1
HAM,اشكال چاپ نامه در EORG
HAM,نياز به تونرهاي آبي و زرد و مشكي
HAM,نياز به تونر آبي 2550
HAM,اشكال در پرينتر 1320
SPAN,نياز به شارژ تونر
HAM,نياز به نصب نرم افزار
SPAN,نياز به تونر 1320
HAM,اشكال در EORG
HAM,اشكال در شبكه
HAM,نياز به نصب نرم افزار
HAM,تحويل ست رايانه 5 ست
HAM,نياز به يك ست سيستم جديد
HAM,نياز به يك ست سيستم جديد
HAM,نياز به يك ست سيستم جديد
HAM,نياز به يك عدد چاپگر
HAM,نياز به يك عدد چاپگر
HAM,نياز به يك عدد اسكنر
HAM,نياز به يك عدد اسكنر
HAM,نياز به يك ست سيستم يونيت
HAM,نياز به يكدستگاه اسكنر
HAM,نياز به يك دستگاه اسكنر
HAM,نياز به نصب و راه اندازي سيستم
HAM,نياز به نصب و راه اندازي اسكنر
HAM,نياز به يك دستگاه چاپگر
HAM,نياز به يك ست رايانه
HAM,نياز به يك دستگاه چاپگر
HAM,نياز به يك دستگاه چاپگر
HAM,نياز به يك ست كامپيوتر
HAM,نياز به يك دستگاه چاپگر
HAM,نياز به يك دستگاه چاپگر
HAM,نياز به يك دستگاه چاپگر و اسكنر
HAM,نياز به بررسي سيستم
HAM,بررسي سيستم
HAM,بررسي سيستم
HAM,بررسي سيستم
HAM,نياز به تعريف اسكنر
HAM,رفع اشكال از سيستم و  آموزش كار با اسكنر
HAM,نياز به تعريف اسكنر
HAM,نياز به يك ست رايانه
HAM,تعريف درايور پرينتر
HAM,نياز به نصب Crystal Report
HAM,اشكال در Scan
HAM,نياز به راه اندازي سيستم
HAM,بررسي اسكنر
SPAN,نياز به تونر 1200
HAM,نياز به تعويض سيستم يونيت
HAM,نياز به تونر 1320
HAM,اشكال در اينترنت
SPAN,نياز به كابل شبكه 5 متر
HAM,اشكال در نامه شماره 14865
HAM,نياز به اسكنر
HAM,نياز به تعريف كاربر جديد
HAM,نياز به نصب مجدد ويندوز
HAM,نياز به نصب نرم افزار
SPAN,نياز به تونر 1320
HAM,اشكال در رمز ورود به EORG
HAM,نياز به جابجايي
HAM,نياز به نصب و راه اندازي پرينتر 2550
HAM,نياز به فرمت سيستم
HAM,نياز به فرمت سيستم
SPAN,نياز به يك عدد چيپ ست درام 2550
HAM,نصب پرينتر 2550
HAM,نصب نرم افزار
SPAN,نياز به cooldisk 2G
SPAN,نياز به موس
SPAN,نياز به dvd rom
HAM,ايراد eorg
HAM,نصب نرم افزار
HAM,نصب ويندوز و نرم افزارهاي جانبي
HAM,ايراد در موس
HAM,نياز به نصب درايور پرينتر
HAM,اشكال در سيستم
HAM,نياز به نصب Extra
HAM,نياز به نصب نرم افزار
HAM,نياز به نصب مجدد ويندوز
HAM,نياز به فرمت و نصب مجدد ويندوز
HAM,تعريف پرينتر تحت شبكه
HAM,نياز به تعريف درايور پرينتر شبكه
HAM,نصب نرم افزار
HAM,نصب نرم افزار
HAM,نياز به نصب نرم افزار
SPAN,نياز به تعويض تونرهاي زرد و آبي
HAM,تغيير سمت از سرپرست به رئيس اداره
SPAN,نياز به 2 عدد محافظ برق
SPAN,نياز به يك عدد colddisk  + كيف cd به همراه 3 عدد dvd و يك عدد cd از كليه درايورها
SPAN,نياز به يك عدد colddisk  + كيف cd به همراه 3 عدد dvd و يك عدد cd از كليه درايورها
SPAN,نياز به يك عدد colddisk  + كيف cd به همراه 3 عدد dvd و يك عدد cd از كليه درايورها
HAM,نياز به تعويض پرينتر
SPAN,نياز به درام چاپگر 2550
SPAN,نياز به تونر 1320
SPAN,نياز به يك عدد MainBoard
SPAN,نياز به تونر قرمز 2550
SPAN,ن?از به 15 عدد کابل USB 1.5 متر?   جهت تحو?ل پر?نترها? خر?دار? شده
HAM,ا?راد در پر?نتر 2550
HAM,اشكال در پرينتر و ftp
SPAN,نياز به يك ست رايانه
HAM,نياز به يك دستگاه اسكنر
HAM,نصب چاپگر
HAM,share printer
HAM,راه اندازي پرينتر
SPAN,نياز به 3 عدد CD
HAM,نصب نرم افزار
HAM,سيستم اشكال دلرد
HAM,كيبرد مشكل دارد
HAM,نياز به نصب نرم افزار
HAM,share printer
HAM,share printer
HAM,چاپگر اشكال دارد
SPAN,نياز به يك دستگاه رايانه و اسكنر و چاپگر
SPAN,نياز به تونر 53A
HAM,اشكال در eorg  و تنظيمات مربوطه
HAM,تنظيمات internetexplorer
HAM,نصب نرم افزار extra
HAM,پرينتر مشكل دارد
HAM,معرفي منشي در eorg
HAM,اشكال در eorg
HAM,اشكال در eorg
HAM,سيستم مشكل دارد
HAM,ايراد در ftp
SPAN,نياز به تونر 1320
SPAN,اشكال در mouse
HAM,اشكال در eorg
SPAN,نياز به يك دستگاه dvdwriter
SPAN,نياز به يك دستگاه dvdwriter
HAM,ويندوز اشكال دارد
HAM,چاپگر 1320 مشكل دارد
HAM,پرينتر مشكل دارد
HAM,نياز به نصب hse
HAM,سيستم اشكال دارد
SPAN,نياز به دو عدد cd  و رايت اطلاعات بر روي آنها
HAM,اشكال در نامه 15056
HAM,اشكال در eorg
SPAN,نياز به محافظ برق
HAM,نياز به نصب نرم افزار
HAM,اضافه شدن به واحد چاپ در eorg
SPAN,نياز به تونر 1320
HAM,مشكل پرينتر
HAM,اشكال در پرينتر تحت شبكه
HAM,اشكال در اينترنت
HAM,پرينتر 3020 اشكال دارد
HAM,مشكل شبكه
HAM,نصب نرم افزار acrobatreader
HAM,مشكل eorg
HAM,extra  مشكل دارد
HAM,سيستم اشكال دارد - نياز به پاور جهت تست
HAM,نياز به مين برد
HAM,اشكال در Extra
HAM,اشكال در رنگ مونيتور
